,Tweets
233,Landlord Pledges To Address Tenant Infestation https://t.co/95QzuUDTTL https://t.co/z2mIgRTUdn
234,"You work hard for your money. Now, hand it over. https://t.co/amLXBS8lTv https://t.co/ienxjfEUky"
235,Elon Musk Criticized For Firing So Many Employees Rather Than Spending Decades Grinding Them Down https://t.co/Y7abgsRF9G https://t.co/33XgytMDBG
236,"“There are bigger issues to solve, like the homeless crisis I caused by buying up all the property here.” https://t.co/25OTTZbmCI"
237,New STEM Program Teaches Students Skills To Appease Whims Of Capricious Tech CEO https://t.co/On3kO6PyKb https://t.co/5gZgR6Imhk
238,"Although Elon Musk touts self-driving cars as the way of the future, the following shortcomings of Tesla’s autopilot mode are too big to ignore. https://t.co/RFDhtMnuYU"
239,British World Cup Attendees Accused Of Smuggling Alcohol Into Stadium Through Bloodstreams https://t.co/fg0j4TU2za https://t.co/UPAfJS3LnZ
240,"While you’re at work, your kids are interviewing candidates who can quickly take your place as soon as the divorce they’re praying for takes place. https://t.co/kymJfwHnKu"
241,Study: Sperm Counts Worldwide Have Plunged 62% In Under 50 Years  https://t.co/vTVfcCfgdk #WhatDoYouThink? https://t.co/N8SV38XX1x
242,Mom Casing Grocery Store Ahead Of Big Sale https://t.co/pOSInFkcwU https://t.co/olkDFXB0pM
243,"‘No Way To Prevent This,’ Says Only Nation Where This Regularly Happens https://t.co/1r1sc13Pbe https://t.co/YS88q3rLld"
244,"If your gun isn’t used to being around people, it could become aggressive and shoot someone to protect you. https://t.co/JovGTeXslP"
245,Never-Before-Heard Buzzword Flying Around Office Can’t Be Good https://t.co/6EwgYYZYOG https://t.co/7NFXecAyi1
246,https://t.co/PZJiYNVK0i
247,Purity Ring Powerless Against Cody https://t.co/OfV1O74PcT https://t.co/QQtUaxb1Hi
248,Boho Woman Pushes Intricate Bead Curtain Aside For Another Groovy Adventure Into Pantry https://t.co/tMCYscLSsv https://t.co/BlMiroJhTQ
249,https://t.co/9EUL2FNUy1
250,Woman At Supermarket Imagines Entire Narrative Where Bagger Is Happy With Life https://t.co/DnP4qMohNQ https://t.co/opktF1uHWE
251,Vacationing Detective Just Going To Pretend Like He Didn't Even See Dead Body In The Woods https://t.co/Igq3WHybas https://t.co/qhySlAA4Wo
252,https://t.co/p83nm4dmau
253,Tree Outside Window Upset Man Just Changed Channel https://t.co/ILCIMzkAxc https://t.co/BHsmepVeVf
254,Single Woman Would Love To Hear Them Call Her Lonely Now That She Has Basil Plant https://t.co/PNZH22dn0i https://t.co/PZsKT1cNbW
255,Steelers: The Bengals’ offensive line will finally slow down T.J. Watt by throwing Joe Burrow directly into the path of the pass rusher. https://t.co/0jdNHHmKy2 https://t.co/1wvKCl3JPC
256,Conair Unveils New Tiny Blow Dryer For Knuckle Hair https://t.co/M8uEY5Maq5 https://t.co/Kxi3UTI9Hl
257,Woman Who Started Sentence With ‘Oh My God’ Really Needs To Stick Landing https://t.co/rxsGvPuWOu https://t.co/VRK7SxcU7U
258,FanDuel: FanDuel is going to make a shitload of money off this game. https://t.co/0jdNHHmKy2 https://t.co/g7dZp6TEI8
259,"Unambitious Loser With Happy, Fulfilling Life Still Lives In Hometown https://t.co/JBJHdhcqxk https://t.co/HP1M5NO2PD"
260,Ravens: Expect a close-fought matchup between various semiliterate drunks in the stands. https://t.co/KpLowqy4a7 https://t.co/67IsIz74II
261,Man Uses Weekend To Make Totally Different Mistakes Than He Did During Workweek https://t.co/eBvd6noJrm https://t.co/GLnOfeUF1J
262,"Week In Review: November 20, 2022 https://t.co/UhkTTzMqKK https://t.co/j1V76eTrih"
263,Qatar World Cup Games To Cut Off Human Sales After 75th Minute https://t.co/ve6bxitCtx https://t.co/fRR03Jht2u
264,"Deep Down, Area Man Knows He’s Not Done Vomiting https://t.co/H4F9u84ADI https://t.co/LEBL3hEFLA"
265,https://t.co/C0GNLrC5y7
266,Study Finds Beckoning Index Finger Still Most Effective Way To Get Americans Onto Dance Floor https://t.co/RxVQdUbo8O https://t.co/r6T1miCLbJ
267,https://t.co/e9SGITUIr6
268,Woman Who Left Room Crying Earlier Expects To Jump Back Into Party Just Like That https://t.co/56q6bnAgVb https://t.co/TZXVFsut9e
269,Completely Uninhibited Party Guest Still Choosing To Talk About Work https://t.co/n0hKjzNwbN https://t.co/ty3liDnQ23
270,https://t.co/Al0ZhFTCkV
271,Woman Spirals Into Vortex Of Self-Doubt After Trader Joe’s Cashier Does Not Compliment Any Of Her Selected Items https://t.co/UCCIywEtSc https://t.co/XUAX7tcf44
272,Woman Tragically Succumbs To Natural Hair Color https://t.co/ArEWkuvYqG https://t.co/COVgPhEsY8
273,https://t.co/sEhbJB4AnB
274,Sitting Inside Cardboard Box The Safest 6-Year-Old Will Feel For Remainder Of Life https://t.co/gMTZ0s3KoK https://t.co/6UkMTh3CRe
275,More Realistic Meat Substitute Made From Soy Raised In Brutally Cruel Conditions https://t.co/tv0eeLNPy4 https://t.co/RYvYwl2ym1
276,https://t.co/NGVXkGkYvf
277,Man Ice Skating For First Time Really Getting Hang Of Clutching Wall https://t.co/VFljrA7TQz https://t.co/T48PbWe828
278,Republicans Explain Why Ron DeSantis Should Run For President https://t.co/vt61Gb1vnr https://t.co/IOoZd27rXA
279,So-Called Alabama Fan Buried Without Team Merch https://t.co/Z1wsj2jxYE https://t.co/HOUnLWwCR3
280,Vegetarian Option Just Iceberg Lettuce On Bread https://t.co/7qqRSpnWG4 https://t.co/wa82p6x48w
281,https://t.co/ZiLqiWgSuB
282,Every One Of Man’s Priorities Unrecognizable To Grandfather https://t.co/7f9AlEco2y https://t.co/ZUF1jJ2esI
283,Mom Wants To Know If You’ll Be Free If She Visits 14 Months From Now https://t.co/LBCjTPwgMp https://t.co/hSqKa38Q5U
284,https://t.co/y3xMoNZ1Tm
285,Join us in an endless scroll of rationality and truth. Follow The Onion on TikTok. https://t.co/zmvqxcm446
286,https://t.co/Cbw70IrqFF
287,Consumer Entering That Awkward Age Between Target Demographics https://t.co/CTTz5zlHad https://t.co/4VFIVi8lNR
288,Woman On Third Level Of Purgatory Tired Of Being Passed Over For Advancement By Less Penitent Men https://t.co/yiV7ysQ9J1 https://t.co/pF4kKs7Ode
289,"‘So, Do You Play?’ Asks Girlfriend’s Little Brother, Gesturing Grandly To Ping-Pong Table https://t.co/8dsvv3uT71 https://t.co/8PQqMUPy3N"
290,Woman Trying To Explain Away Embarrassing Running Playlist Like Mobster In FBI Interrogation https://t.co/vQt3KmkVBL https://t.co/v49hjDA2o3
291,https://t.co/Ogh6L77lH8
292,Allowance To Teach Child Importance Of Parental Dependence https://t.co/rVqjHgy4Iv https://t.co/g2sqAMiKMT
293,Stick it to your loved ones by blowing through their inheritance at The Onion store before you croak. https://t.co/JYqnQq2Avh https://t.co/CVBLZ07bDa
294,Study: Depression Up Among Teenage Girls Able To Perceive Any Part Of World Around Them https://t.co/IqSW6TVOXA https://t.co/XLNssCSI2N
295,Woman A Leading Authority On What Shouldn’t Be In Poor People’s Grocery Carts https://t.co/Pz9QErzOsB https://t.co/NKDsDj4aiB
296,https://t.co/Z74MonnJH4
297,Police Say Conditions Too Nippy To Rescue Missing Hiker https://t.co/5WqvTTBZnN https://t.co/5in3Zl9PnG
298,Man Reluctantly Deletes Video Of Friend Trying To Vault Mailbox To Clear Data Space For Child’s Birth https://t.co/ALTRE054Ss https://t.co/SOsDO8qcqa
299,Nancy Pelosi Will Not Seek Reelection As Democratic Leader In House https://t.co/GoBjvjHGWW #WhatDoYouThink? https://t.co/HwqrGMqLld
300,Injured Birthday Clown Taken Behind Bouncy House To Be Shot https://t.co/LqSvI1IrA8 https://t.co/PcqajyUMr1
301,"“Look, I’m allowed to do one utterly stupid thing in my life.” — Tom Hanks https://t.co/ioF8QWZOsp"
302,The History Of Ex-Presidents Who Tried To Run Again https://t.co/SL1HSqaxD0 https://t.co/qJbazixssZ
303,Neighborhood Gentrifies Right Through 6-Lane Highway https://t.co/EwzaNo9Kwu https://t.co/EfRMnpnNT8
304,"If you ever have the misfortune of having to talk to a fan of “the GOAT,” here are things you should never, ever say. https://t.co/kwl5CAGqhX"
305,Please sign up for The Onion’s Newsletter to continue receiving high-quality journalism from America’s Finest News Source. Our experts predict you have about five seconds before Twitter succumbs to the Smartest Guy In The World. https://t.co/nMyPXZo5oE
306,Facebook HQ On Lockdown After Mark Zuckerberg’s Avatar Breaks Out Of Metaverse https://t.co/1oeGnqpAjc https://t.co/OAn2amaUG5
307,https://t.co/D3lH4iRdMu
308,White Teacher In Texas Fired After Telling Students His Race ‘The Superior One’ https://t.co/XMyB3rXAOH #WhatDoYouThink? https://t.co/1zzwzYTqDM
309,Area Desk Doesn't Mind If People Sit On It Like A Chair Every Once In A While https://t.co/l32dWeiLVM https://t.co/cdSzHI10OB
310,Area Man Somehow Endures Harrowing Entertainment-Free Commute https://t.co/UmfdCeULGx https://t.co/KUFBls6oiu
311,Join us in an endless scroll of rationality and truth. Follow The Onion on TikTok. https://t.co/fzWylvD9R7
312,https://t.co/GYVvuqwpnI
313,"Man Forced To Reverse-Engineer Point In Midst Of Meandering, Absentminded Rant https://t.co/flsWfwMdDX https://t.co/pOHu2LHpJI"
314,Reality Of Fatherhood Never Truly Dawned On Man Until He Held Newborn Son’s Hospital Bill https://t.co/YV0wlijFlB https://t.co/jCstMjLjLg
315,Family Has Strict No Smartphone Rule While Eating Dinner In Front Of TV https://t.co/8g9SO0krAC https://t.co/1xt93ieit7
316,Man Honestly Better Off For Having Turned Self Over To Algorithms https://t.co/tJ4hF9A2Za https://t.co/bEuj8mDCWI
317,Packers: This is Aaron Rodgers’ chance to prove he can still complain under pressure. https://t.co/cwWe5dsbfY https://t.co/MaRu3mCq7W
318,Mom Learns About New Vegetable https://t.co/xS4jnDmno1 https://t.co/4a8QODYxB4
319,"The more text something has on it, the more people will say, ""That person definitely knows how to read."" https://t.co/OGNUpFQQoF https://t.co/Bd55kEYn5a"
320,Still Can’t Afford Your Own Sphere? Why Disks Could Be Your Ticket To Roundness On A Budget https://t.co/qH3IwZfOhP https://t.co/4svxhk6Vb2
321,Ticketmaster Opens New Workhouse Where Taylor Swift Fans Can Labor To Earn Their Eras Tickets https://t.co/IGX8YldNBB https://t.co/jfXJ7zloeo
322,Concerned Pediatrician Explains That Child Should’ve Been Radicalized Online By Now https://t.co/DZec9fZLCN https://t.co/rsP8V65E7h
323,Onion Sports shares its expert analysis on the teams that will come away with victory in the NFL’s week 11 games. https://t.co/0jdNHHmKy2
324,Trump Announces 2024 Presidential Bid https://t.co/rW2Ug2qHvD #WhatDoYouThink? https://t.co/mY6xVh86Vl
325,"This Week's Editorial Cartoon: ""When Hairy Met Sally"" https://t.co/4gnG86OAEh https://t.co/G0MQoN88yL"
326,Artemis Rocket Carrying Mannequins To Determine Viability Of Department Stores On Moon https://t.co/0Y3NTYP7ES https://t.co/7IbikJYo8W
327,What Happened To The Midterms ‘Red Wave’? https://t.co/CVD0BcVAlV https://t.co/S7ImWSGIWN
328,https://t.co/q7Nr4HjQCG
329,Jewish Neighbors Make Small Talk About Controlling The Weather https://t.co/n4c5XMjM5J https://t.co/GQ1HF4Tcyz
330,Astronaut Stunned By How Fuckable Earth Looks From Space https://t.co/wswBBR7w5e https://t.co/rW0TlqZLzu
331,"With prices for digital currencies plummeting, The Onion provides helpful advice on what to say to someone who lost all of their money in the crypto crash. https://t.co/ct8nonEMSj"
332,Kamala Harris Picks Up Seasonal Job At Macy’s https://t.co/7rQ0HBoSxQ https://t.co/shFFx4Kk43
333,https://t.co/2RIuIJNymR
334,"Steve Jobs’ Old Birkenstocks Sell For $218,000 At Auction https://t.co/0eRroC3Enn #WhatDoYouThink? https://t.co/k2JQLmoQUr"
335,Executive On Hot Streak With 2 Straight Logical Decisions https://t.co/029P1x81Gv https://t.co/5JOiOFM9cd
336,Department Of Education Study Finds Teaching These Little Shits No Longer Worth It https://t.co/zjp3UWOKep https://t.co/8SqAVfV9yL
337,Say goodbye to American exceptionalism. Follow The Onion on TikTok https://t.co/HTlbNfaT0J
338,https://t.co/SSwaGVXQMj
339,Mother Trying Her Best To Project Same Amount Of Insecurities Onto All Her Daughters https://t.co/kOy0DbTHMi https://t.co/uGnNzIG9Fu
340,Man Thinks People Care Enough About Him To Be Let Down By His Failures https://t.co/CfM2pUqpum https://t.co/ikyKLxINlg
341,Botched Autopsy Brings Murder Victim Back To Life https://t.co/SV8ou7ASuN https://t.co/2wSyfj7fw1
342,Phone Lifted Up By Headphone Cord Like Prize Fish https://t.co/CVEiYztGHB https://t.co/t2snEGqgDj
343,https://t.co/MtknVgV0zL
344,Fucking Loser At Movie All By Himself https://t.co/8aZEE0Kemd https://t.co/QyDUgMDSht
345,Our clothing items have all the correct holes marked for easy application. https://t.co/cnVTviIPvB https://t.co/0trjeYWwp9
346,Girlfriend To Stay Underneath Blanket For Next 5 Months https://t.co/aChOIFlqtE https://t.co/axFoVAB9hA
347,World Population Reaches 8 Billion https://t.co/NEmof2ArRV #WhatDoYouThink? https://t.co/wsDIkKMzcQ
348,https://t.co/9h11VG2rDd
349,MTA Officer Doesn’t Even Look Up From Phone To Shoot Unarmed Civilian https://t.co/0g7YscjpCD https://t.co/uhEgWTtSvO
350,Economy Collapses After 10-Year-Old Boy Spends Entire U.S. GDP On ‘Fortnite’ Skins https://t.co/noHv0tpZ1H https://t.co/56SMsyWnWV
351,New Sponsored Google Maps Feature Directs Every Driver To Denny’s https://t.co/ASha0gDeHt https://t.co/o1OGG8eAO9
352,Viewers Slam HBO’s ‘Hard Knocks’ For Unnecessary Incest Scene https://t.co/kbanBrKQq3 https://t.co/WDHvPzDoEn
353,https://t.co/a24na1u49t
354,Mitch McConnell Inflates Throat Pouch In Show Of Dominance Over Fellow Congressional Males https://t.co/1jX6dgfDAa https://t.co/abEPwE6gs1
355,New Golf Channel Show Just 30-Minute Praising Of Saudi Royals https://t.co/3DUjiXv5mT https://t.co/xXZGMh8aYZ
356,@smithsonian “I can’t find my fetus anywhere. Has anyone seen it?” https://t.co/S9Pdax8d0h https://t.co/YoGwGnsLhs
357,“@smithsonian I got an abortion!!!” https://t.co/S9Pdaxpg2h https://t.co/tmfKBhtIZu
358,"“I’m proud to share I’ve lost 5 pounds in one day, and you can too with this one simple medical procedure.” https://t.co/S9Pdax8d0h https://t.co/hxGrBHNYzb"
359,"In a post-Roe world, speaking publicly about your abortion can have major legal ramifications. Here are the things you should never post on social media if you’ve terminated a pregnancy. https://t.co/S9Pdax7FaJ"
360,What To Know About The Collapse Of FTX https://t.co/cmuL1b6eMm https://t.co/EOZdgPOi9X
361,"""Probably the HR 6819 black hole. It’s only about 1,100 light-years away from us, and that thing could eat our solar system, no problem."" — Larry Page https://t.co/vR9aTLkJ2F"
362,TSA Finds Gun Inside Raw Chicken https://t.co/6IWsn3GhKE https://t.co/N48xSoaJXd
363,Businessman Does His Work Lying On Bed Like Schoolgirl https://t.co/6texKK7Hd1 https://t.co/FpBSYWVLia
364,Woman 7 Golden Retrievers Short Of Childhood Vision https://t.co/C9ndxp0fQ6 https://t.co/Lbbd4OXMv7
365,The only thing more infinite than the scroll is the dopamine.  Follow The Onion on TikTok. https://t.co/ZYbTGj97Ik
366,https://t.co/FNmm0euzyx
367,No One Quite Sure Why 8-Year-Old Has Voice Of Lifelong Chain Smoker https://t.co/7CAG15RAcV https://t.co/fJIoFD0shV
368,Man Assured Friend’s Tap Water Always Looks Like That https://t.co/lIkx3OQDqk https://t.co/WCFpWgr0Ng
369,Defeated Man Too Tired To Fight New $14.99 Fee On Phone Bill https://t.co/zWJKEQYo0I https://t.co/Kz6hnDeiUS
370,Report: Loneliness Most Common Amongst Americans No One Wants To Be Around https://t.co/lbormzxLir https://t.co/hxepsk4gxY
371,https://t.co/uCMuy2Y3GR
372,Student Reporter Hits It Out Of The Park With 5 Accurate Sentences https://t.co/2u3Mg4LTap
373,"Just the right amount of mug, every time. https://t.co/hUQDBkDccr https://t.co/EN4FYrzLdi"
374,Dolly Parton Receives $100 Million From Jeff Bezos To Spend On Charity https://t.co/CGMlyIefdI #WhatDoYouThink? https://t.co/IQkoWpnG0F
375,Tiffany Trump Charged Full Venue Price For Mar-A-Lago Wedding https://t.co/OShzJ4u85r https://t.co/j0TTv7EuGY
376,“This guy should have sex with his mom and kill his dad.” https://t.co/tTQodCuLbi
377,Annoying Bus Crash Momentarily Ruins 8 Billion Human Population Milestone https://t.co/rRjYeEZyV7 https://t.co/UgWwrxtAgT
378,"‘Holy Shit, This Past Week Has Been Really Hard On Him,’ Says Man Seeing Disheveled Sam Bankman-Fried Photo From 2021 https://t.co/HIsCVO9UGg https://t.co/dkofhcZFo3"
379,Jay Leno Rushed To Hospital For Emergency Denim Grafts https://t.co/xTsGSdi0PQ https://t.co/YbtWIaPVZy
380,Elon Musk Demands Twitter Servers Explain What All These Wires For https://t.co/Nhz4fFJRVV https://t.co/50wLsMNKds
381,https://t.co/n6DfhQ4Iw6
382,Old-Fashioned Stalker Thinks Technology Makes Hunting Women Too Easy https://t.co/8EvaP2osSv https://t.co/emdERe2nxL
383,God Criticized For Taking Credit For Universe From Black Creator https://t.co/t3me6JaImW https://t.co/Jt4X7EdLPW
384,"“Ok, does anyone have $45 billion?” https://t.co/gaUjRctaNC https://t.co/lFSeho4Ktm"
385,“The top priority right now is creating a task force to figure out who is being mean to me.” https://t.co/gaUjRctaNC https://t.co/pddL521iZS
386,Here are the most genius things that Elon Musk told his employees during his first official all-hands meeting as “chief twit.” https://t.co/gaUjRcKdPC
387,Democrats Vow To Make Better Effort To Reach Out To Hollywood Elite https://t.co/ASJgY2kGzA https://t.co/JkMS4TzIZs
388,https://t.co/dw6WxdADiZ
389,Fox News Host Warns Democrats Trying To Keep Women Single https://t.co/2CfA53EN46 #WhatDoYouThink? https://t.co/7OjoYuZHBl
390,Couple At Point Where They're Comfortable Using Toilet At Same Time https://t.co/XU2NYJwEgS https://t.co/nJ9uhmY9qb
391,Teacher Asks Students To Split Into 2 Groups To Simulate Ideal Class Size https://t.co/fmJDxQxYaG https://t.co/39Sy4l6LIg
392,Elegance. Sophistication. Genius. It's The Onion on TikTok. https://t.co/Cppdii93fu
